Measure:mean;Left-Lateral-Ventricle;Left-Inf-Lat-Vent;Left-Cerebellum-White-Matter;Left-Cerebellum-Cortex;Left-Thalamus-Proper;Left-Caudate;Left-Putamen;Left-Pallidum;3rd-Ventricle;4th-Ventricle;Brain-Stem;Left-Hippocampus;Left-Amygdala;CSF;Left-Accumbens-area;Left-VentralDC;Left-vessel;Left-choroid-plexus;Right-Lateral-Ventricle;Right-Inf-Lat-Vent;Right-Cerebellum-White-Matter;Right-Cerebellum-Cortex;Right-Thalamus-Proper;Right-Caudate;Right-Putamen;Right-Pallidum;Right-Hippocampus;Right-Amygdala;Right-Accumbens-area;Right-VentralDC;Right-vessel;Right-choroid-plexus;5th-Ventricle;WM-hypointensities;Left-WM-hypointensities;Right-WM-hypointensities;non-WM-hypointensities;Left-non-WM-hypointensities;Right-non-WM-hypointensities;Optic-Chiasm;CC_Posterior;CC_Mid_Posterior;CC_Central;CC_Mid_Anterior;CC_Anterior
571;15.4869;26.8742;85.738;57.5058;86.9682;72.5353;77.9592;100.0099;26.3189;17.6317;87.0733;57.6977;63.1875;33.0176;67.9268;95.8699;57.6842;54.6451;15.2727;25.4956;87.1447;57.7174;88.5255;71.8873;78.5537;98.7206;60.4331;58.129;71.1528;95.0226;52.2059;53.8899;0.0;72.4979;0.0;0.0;60.1;0.0;0.0;78.0164;115.0532;103.5437;108.1865;111.3276;113.7218
572;19.024;36.075;86.4091;54.2846;88.6445;75.0227;76.4629;94.331;23.2273;19.091;88.8083;61.0919;59.9593;32.8223;68.5597;98.419;65.4058;60.2663;17.4474;35.8167;84.3667;51.9081;87.0177;72.5692;77.2818;97.7469;61.9998;61.8473;68.8923;96.362;54.757;53.3268;0.0;76.3485;0.0;0.0;81.0;0.0;0.0;80.9939;122.9751;110.3512;109.144;111.9619;112.2766
573;16.1314;36.3612;84.3203;58.1201;89.787;73.4298;79.3011;99.2576;25.8212;20.2695;85.9969;58.5627;57.2364;26.9379;67.4379;98.4269;62.2901;49.8481;17.782;35.1857;87.8948;61.0462;86.4911;71.2434;79.5565;98.0725;64.0328;60.4324;71.2511;96.7618;58.8932;49.7239;0.0;74.4658;0.0;0.0;77.9529;0.0;0.0;65.3839;118.3752;113.2153;107.2717;106.4289;107.1448
574;16.8038;36.5742;87.93;58.2496;90.7521;74.5166;77.4764;97.3501;24.5485;19.6031;87.4786;62.4462;61.2475;37.4211;69.6134;98.5843;61.5366;50.9618;19.1433;28.5472;87.3468;57.9986;87.3523;71.8936;77.487;96.3363;61.6618;60.7271;71.4621;94.9461;54.6154;52.6751;25.9091;78.0649;0.0;0.0;74.1429;0.0;0.0;84.0111;114.5897;108.7921;108.4885;109.0799;111.1163
575;36.2344;32.9956;84.6897;57.3535;86.356;75.2272;81.973;99.8702;36.5058;20.3795;88.4031;59.9603;60.6181;46.4514;72.9227;98.1035;66.5152;60.7023;26.6229;27.9938;86.6969;57.5416;86.0349;73.5305;76.8966;98.5886;61.4896;59.8091;71.5923;95.0558;64.8228;55.3829;39.5;80.0958;0.0;0.0;60.4;0.0;0.0;72.601;114.201;102.873;101.7354;101.971;112.1125
576;13.1667;31.6478;84.9719;56.3758;83.4041;70.8714;72.6232;93.1159;20.3367;16.885;84.8858;55.8204;53.5529;28.86;67.6799;94.7744;64.3069;47.7703;17.1101;26.629;90.1276;60.7307;88.4874;72.5442;77.6925;98.4241;63.9489;61.6662;72.1955;96.4339;62.4096;54.5941;42.0;73.2518;0.0;0.0;61.9474;0.0;0.0;75.058;115.3884;104.6583;107.0229;107.3355;110.8363
577;20.3219;37.7218;85.086;54.0862;84.3103;71.9344;76.4876;93.4061;27.3478;21.7617;85.0829;62.8568;62.411;30.2878;63.9433;91.5332;62.2;54.2631;20.3737;31.3524;88.2051;56.0797;86.4079;66.1429;76.2518;91.5559;63.4128;58.0541;65.6054;91.7665;55.3158;54.2207;47.0;79.4698;0.0;0.0;64.5714;0.0;0.0;72.1975;109.097;103.2711;105.0987;104.3938;106.0543
578;19.7968;32.3492;84.6864;58.0349;84.8673;68.9058;74.6519;94.3655;21.9938;19.3755;84.2163;57.8522;61.7904;30.2383;67.4003;95.9677;64.4836;53.6981;17.9049;29.5286;88.1657;60.9549;84.9897;66.6279;75.0324;93.4072;57.4349;59.7463;67.0215;92.9687;61.2593;51.7288;0.0;81.6763;0.0;0.0;73.5;0.0;0.0;68.3987;111.3419;104.0183;102.299;104.4701;108.9641
579;34.3642;29.6473;84.7373;57.707;85.5479;72.8886;78.7988;97.2684;36.2023;24.5518;87.6059;59.9079;59.7573;44.8469;69.6454;97.7762;65.5714;59.96;20.1674;24.2043;85.3908;57.2731;86.3207;72.6005;80.2743;96.7339;63.3968;60.7326;72.6917;97.6532;63.027;53.2272;0.0;76.7588;0.0;0.0;56.8;0.0;0.0;80.8509;114.2253;107.6865;107.1809;109.0998;112.1273
580;13.631;31.7367;84.5223;54.4032;83.2573;69.6239;74.6133;94.7265;20.8513;17.7468;87.5519;58.001;55.8934;28.8337;64.3501;97.9849;59.3907;51.5863;14.4062;28.6327;87.2774;56.4009;84.6745;71.1774;74.5299;97.8897;60.7574;59.8197;69.4353;95.4414;58.7164;52.6384;0.0;73.7068;0.0;0.0;73.4762;0.0;0.0;73.7849;115.6771;105.9375;107.4404;108.5668;110.91
581;16.4391;36.2732;88.0452;59.1714;87.2236;73.7596;77.8624;95.522;26.2376;22.668;86.11;62.1109;58.8523;34.5066;71.481;96.1278;66.95;50.1205;18.0146;30.3612;85.9017;58.032;89.5562;72.7712;77.3539;95.474;63.9385;61.3858;73.1513;97.6825;60.3143;51.7647;40.9268;78.2487;0.0;0.0;79.0;0.0;0.0;76.5389;115.0622;107.9709;107.2004;110.4351;111.5014
582;20.7896;33.4384;84.7311;56.0811;85.689;71.055;71.6189;92.3944;23.0841;15.8525;83.7267;58.024;57.2459;27.1168;65.1593;92.8181;60.4776;52.8615;15.1991;27.7242;86.98;57.7044;86.9302;69.4628;76.3765;99.4692;62.1162;59.6783;65.7413;93.533;55.5932;55.0604;42.8;76.5113;0.0;0.0;55.4528;0.0;0.0;72.5833;113.5765;104.4379;100.5032;103.391;104.4353
583;23.4371;38.9552;85.7862;56.7043;88.2855;73.2804;77.204;97.1447;40.1595;25.7015;85.3434;61.5344;57.7661;53.0603;69.0726;94.2602;67.99;50.9749;37.1235;32.869;85.4707;57.6043;86.6082;72.0753;75.2674;97.4203;61.9932;59.2592;70.5774;92.8426;58.6588;60.5207;0.0;77.1814;0.0;0.0;71.1;0.0;0.0;76.5284;111.8913;110.6823;104.8045;104.1261;109.976
584;33.4776;44.0129;86.8266;70.4986;90.9928;79.706;85.9206;104.5986;50.1238;15.0026;84.772;69.9761;54.0825;52.8034;73.0015;95.4293;69.8095;55.4343;28.3708;45.604;84.7758;64.6214;89.7039;76.2633;78.0574;95.9219;72.912;74.6791;74.2913;93.7989;63.4;55.7233;47.8125;80.5165;0.0;0.0;61.359;0.0;0.0;78.911;117.291;111.9401;114.4752;109.2827;105.7047
585;17.452;43.7852;86.357;51.104;90.5085;76.1802;79.4271;102.5147;26.2561;13.5813;90.2718;68.8956;54.4216;38.686;72.5501;99.5558;64.4881;51.8696;17.9526;34.5;83.253;49.6119;90.4399;75.0515;76.4592;100.015;61.1625;54.9304;74.0147;96.9926;60.8296;54.1356;0.0;82.1401;0.0;0.0;61.0;0.0;0.0;73.4773;127.6685;112.6741;114.343;108.9733;115.409
586;33.8188;52.8012;83.8424;51.5521;98.3615;78.9145;82.5867;103.2933;38.4117;18.443;94.2694;70.5711;55.6132;51.316;76.7814;100.5521;67.1642;58.3127;36.5139;33.2258;84.4235;50.1313;93.1108;78.3926;77.1873;96.6471;67.0615;59.401;76.3949;98.495;60.2294;60.0084;0.0;81.2636;0.0;0.0;76.9333;0.0;0.0;70.457;130.2696;124.1965;113.211;107.1318;115.4732
587;23.3838;28.6927;85.4212;52.892;87.8688;70.0761;73.25;93.9627;28.1412;16.0787;91.0104;61.1521;62.3388;41.824;69.7509;94.8446;64.183;53.0265;24.7592;36.6728;78.7844;47.1324;87.2266;72.3509;74.7581;98.9919;62.1503;60.9179;71.6526;95.0992;57.4719;53.7278;43.6667;79.8935;0.0;0.0;73.0526;0.0;0.0;67.7018;124.5843;107.5818;113.3121;111.1232;115.173
588;30.0304;39.2302;83.6495;53.3934;98.2553;82.8422;86.0145;105.6405;39.0292;20.1249;94.0129;67.8373;62.6561;51.5028;81.6766;99.7298;67.6321;55.3701;31.5302;31.8355;79.9838;47.9632;97.3835;84.4109;83.438;103.7373;64.7669;60.1251;84.883;91.8573;62.6667;53.1738;0.0;80.4971;0.0;0.0;62.3091;0.0;0.0;72.4545;114.9625;117.4259;117.0785;113.8571;119.5297
589;27.2876;30.9483;83.8984;52.4531;97.9191;77.5954;86.6865;107.694;30.7741;13.2326;92.4924;60.7157;51.7753;46.1135;71.9709;100.299;72.1552;54.5462;22.8102;34.5441;76.5719;43.0682;94.5647;76.5584;88.844;113.7211;62.9347;49.8096;77.7609;98.3572;77.2;53.3608;0.0;80.1785;0.0;0.0;72.6;0.0;0.0;73.1902;126.7014;119.3154;110.7253;111.1821;111.3306
590;25.1547;112.5;74.303;42.4679;91.0367;66.3661;74.9123;96.4216;29.5067;13.5611;86.5872;73.9187;77.5987;48.6124;64.3273;97.2869;70.4286;54.7274;27.3312;38.5395;77.9103;46.3135;93.7346;75.1696;77.4582;100.3489;60.7758;59.6242;72.5;95.4531;63.4028;56.4879;0.0;82.6654;0.0;0.0;73.6591;0.0;0.0;105.6905;131.2825;116.8059;116.0397;117.3741;109.4134
591;33.3692;43.0146;86.7193;50.5;95.6648;78.5684;85.1018;105.7772;48.2586;24.3474;93.0416;70.6442;63.1039;54.9698;73.1671;97.7407;77.6774;54.9296;43.5231;38.4153;81.0068;46.0603;91.5776;79.7633;83.3165;109.6414;65.4769;67.6996;76.7298;99.6265;65.2966;60.5716;0.0;81.6621;0.0;0.0;77.9545;0.0;0.0;73.9588;126.8259;114.7978;109.005;104.0204;112.2252
592;32.2184;41.179;82.4811;46.8337;92.2037;77.8961;83.0618;105.3274;38.0879;18.9733;94.0275;66.869;60.9214;47.1332;72.173;99.0887;70.2051;58.922;30.5887;29.8774;82.7977;50.2422;92.4233;78.4182;79.7055;101.2704;58.7032;55.8497;77.1177;97.0385;61.3793;61.1629;0.0;83.5688;0.0;0.0;71.5333;0.0;0.0;76.876;133.9603;122.8552;115.0427;108.5292;117.2893
593;22.3568;38.9164;83.7199;50.9905;101.5418;74.0035;82.8536;111.3761;31.5423;19.2636;92.5877;67.8589;56.7136;48.3091;68.4109;100.1;63.7802;54.4658;22.2412;31.7092;80.6263;46.0987;102.3634;72.8227;77.2167;102.1898;65.1757;57.8463;69.8522;99.8908;50.5455;53.895;46.7143;85.5173;0.0;0.0;69.7333;0.0;0.0;73.5686;132.6262;118.833;121.9104;114.3599;111.3132
594;20.943;51.1327;81.3415;48.4684;97.7497;69.6091;77.0824;102.0997;29.3376;13.396;85.6436;78.3979;69.6397;41.5453;62.4687;100.8388;66.3548;51.5693;20.974;39.2727;81.6993;48.2168;92.9858;68.9696;77.9939;101.9421;71.8968;68.3586;67.3255;98.6844;68.8824;51.9642;50.6;89.2381;0.0;0.0;74.75;0.0;0.0;123.3253;129.502;120.3709;115.4556;106.8379;109.038
595;25.1142;51.0115;85.7558;60.0531;90.5034;76.242;81.0711;103.3836;37.1535;21.6453;88.7283;65.7355;63.3262;39.3547;74.9222;99.1218;67.5663;53.2427;23.4673;42.3778;83.4958;54.8114;88.7545;76.9318;79.1167;101.0045;64.9357;62.8375;75.4503;98.4111;64.0366;55.6119;0.0;78.0751;0.0;0.0;65.3333;0.0;0.0;74.1736;118.2603;111.4946;105.9293;109.1861;117.7505
596;19.253;46.3827;77.984;48.2563;101.4018;75.6119;84.8748;108.6932;34.9752;19.6284;91.5099;68.4793;54.2602;41.2251;74.3637;102.4599;64.8844;54.6901;17.4688;37.1265;80.6202;50.3199;97.2414;76.1725;82.7609;111.2109;65.6904;58.4181;77.6998;103.0625;55.1531;50.8352;43.5;83.2873;0.0;0.0;64.2043;0.0;0.0;77.6361;129.7281;119.7922;124.2627;118.7024;119.9398
597;22.5476;30.6444;82.9469;47.9844;92.3561;72.246;79.9377;100.021;32.807;13.187;87.568;58.9672;52.2834;42.1399;68.1278;96.8805;61.3285;55.0025;20.9655;40.4138;81.2884;45.5733;88.8649;72.5138;78.2326;97.6161;71.6529;61.3333;70.3685;97.71;65.8;51.7201;0.0;84.7124;0.0;0.0;58.65;0.0;0.0;72.2054;124.1646;114.616;108.5156;111.2696;109.9329
598;20.0854;34.3611;78.7796;46.7307;86.5371;59.6647;70.9403;89.6339;29.3711;18.2554;84.1347;62.4724;52.8215;34.8722;60.1463;96.4294;63.1159;49.4486;18.5291;33.3586;71.9243;41.5392;80.1681;57.586;71.5958;85.9636;57.6893;51.5185;61.7848;92.4288;63.5556;48.9941;50.5;75.6926;0.0;0.0;64.0;0.0;0.0;57.8545;119.5343;107.5608;106.3545;103.4364;98.2522
599;23.6482;40.3723;83.9181;50.8455;88.7108;67.668;81.8132;97.661;21.8338;12.1605;85.1491;72.271;62.125;37.4594;64.3681;97.4729;56.5556;53.6708;22.0909;35.7727;77.2512;48.0161;89.0574;70.0;83.4675;97.082;67.1564;62.6618;74.8439;96.1067;70.4;53.0234;0.0;85.3909;0.0;0.0;73.6667;0.0;0.0;62.7358;133.5076;125.2511;114.9291;109.0441;108.1583
600;23.4519;36.5346;88.466;58.8332;94.9543;71.3457;79.7345;113.5363;28.1516;20.7668;95.5639;66.9347;59.8276;48.2979;71.7934;104.0022;59.7292;55.5508;23.1282;34.6187;85.8903;53.3169;97.2386;73.0008;81.0998;111.1607;67.2583;60.4957;75.0507;103.5866;59.2864;57.1557;45.8333;80.8186;0.0;0.0;71.9677;0.0;0.0;74.3861;131.7409;122.3343;112.3951;111.8957;126.2738
601;20.0121;43.8974;84.0301;50.5192;96.2296;68.4283;85.2282;100.837;29.4109;17.6355;91.6474;71.159;52.9792;40.6414;62.6719;101.0424;74.5962;52.3508;20.3175;38.145;81.2153;46.3784;92.9473;71.4845;83.4879;105.4158;65.2144;57.5506;68.5052;99.7173;67.1714;51.7592;0.0;84.7363;0.0;0.0;72.25;0.0;0.0;68.8704;128.604;116.8377;111.9233;110.613;105.089
602;22.1786;50.7063;85.221;49.5051;109.3506;74.2371;85.178;106.4242;37.6667;19.552;93.3842;72.9516;64.2771;46.189;75.7259;104.6588;65.0741;56.6623;19.0737;43.9899;84.688;48.4331;101.0239;71.1213;78.4912;106.9416;68.1968;60.761;72.6546;105.3335;41.0;53.5176;41.0;82.9427;0.0;0.0;66.125;0.0;0.0;70.6849;114.3062;123.9573;113.2504;109.6021;113.0706
603;26.95;30.2118;85.2942;50.0346;91.8816;74.453;75.9845;94.8723;37.4183;21.6583;89.37;57.2896;50.9896;53.4666;71.9772;98.8842;60.0422;51.3284;28.1266;30.7237;82.4397;46.9749;92.3136;76.7188;75.6011;95.4522;60.5039;52.8942;75.1186;98.4798;59.25;52.4606;44.2143;80.0856;0.0;0.0;73.0;0.0;0.0;64.5497;127.0853;115.8951;110.5447;111.1083;113.5869
604;28.5781;37.797;83.8561;47.9899;101.6696;81.2076;83.9046;111.6772;43.4898;11.3654;94.7028;64.3949;60.712;55.5185;75.3091;100.8437;63.0685;58.3104;27.746;38.4241;82.1033;46.5621;103.162;81.4967;81.4989;108.4481;63.5965;56.44;77.2126;96.2919;69.3636;57.3006;0.0;82.1282;0.0;0.0;67.5909;0.0;0.0;69.5161;131.8978;119.3752;110.6039;110.585;126.1451
605;32.4294;42.9221;83.7222;47.1267;100.8042;82.4581;84.0122;107.4488;43.7166;14.4806;92.8045;67.8233;62.3812;50.6477;79.0777;96.3708;62.472;58.7319;31.7213;35.9333;79.8114;46.8986;100.8856;78.0555;80.4536;110.3326;60.2454;60.6025;77.9691;96.8954;61.3265;59.691;0.0;84.4009;0.0;0.0;77.1429;0.0;0.0;62.2609;133.2932;130.1333;119.2988;118.874;117.1233
606;36.8729;43.5741;86.7036;58.4912;93.7899;81.2476;83.7051;102.0513;47.3793;27.7164;86.4297;68.411;64.8265;49.5291;74.0985;96.9569;77.2667;57.3017;37.83;37.1543;82.598;52.7917;93.9264;81.5724;83.8115;104.0629;67.2939;60.953;78.4135;97.3166;0.0;56.5071;0.0;82.4275;0.0;0.0;71.625;0.0;0.0;66.9902;123.1377;115.5385;107.8831;109.9855;110.402
607;37.6257;43.1158;89.2259;63.3415;93.2689;86.599;90.4611;106.2288;38.3124;28.9789;86.8235;73.3451;61.3583;50.7231;83.5754;98.4787;71.8252;57.5578;38.4412;41.366;84.2735;58.693;92.026;86.7837;89.5673;104.7802;71.5889;64.1217;86.1622;97.4933;77.5714;58.7358;52.5;83.6127;0.0;0.0;75.0667;0.0;0.0;77.2273;120.7841;115.2381;107.4702;102.2966;109.8871
608;27.4946;39.594;87.8056;51.4469;97.6992;83.9066;86.0153;109.1184;34.0625;13.3693;94.3187;65.5172;63.2902;49.2984;78.0321;102.011;61.3866;56.3142;27.9973;39.277;84.5822;48.2082;96.5287;80.5455;83.8276;107.4777;66.0192;58.883;77.6317;102.0293;63.8421;55.6373;37.1;85.6045;0.0;0.0;81.7059;0.0;0.0;71.241;133.1963;123.0969;116.2533;113.3581;118.8442
609;33.8634;50.7692;86.2129;56.9737;94.5639;79.1052;85.6869;104.8375;37.0506;18.1251;87.301;75.8855;56.7976;47.2467;76.2771;99.2668;76.5385;55.1938;32.1706;40.0441;77.2481;54.27;90.9068;80.4532;84.1062;98.3577;67.6048;55.1429;79.9666;96.5841;75.0;55.9499;0.0;83.4121;0.0;0.0;69.35;0.0;0.0;58.4388;124.5172;118.6914;110.9417;108.516;117.6086
610;41.6551;35.7175;87.0946;50.4665;99.5476;86.2776;86.6561;111.973;49.6094;21.7337;95.6523;65.5864;65.5999;52.6833;80.4043;102.7969;66.8634;63.129;36.0745;34.2034;87.5443;50.9743;98.6364;86.0459;87.8795;109.0534;64.9881;63.4337;85.4104;101.5262;63.2797;59.4445;0.0;85.4622;0.0;0.0;82.8182;0.0;0.0;95.6703;124.9364;121.441;117.6902;115.7394;114.5394
611;36.1959;38.5778;84.5756;52.7819;93.1924;78.8811;81.0481;100.1296;39.5254;18.6539;83.0555;66.2134;58.6113;47.5624;74.3291;94.0602;58.8438;60.6857;27.7773;31.5839;80.3093;47.7224;89.2642;76.2033;77.8409;99.0241;62.1647;58.0581;74.6208;93.1953;56.69;56.5017;59.0;83.106;0.0;0.0;70.8;0.0;0.0;66.4671;122.0058;114.6329;113.1661;115.7309;114.2453
612;31.8503;45.2269;88.5546;57.7082;88.6557;79.2283;80.9769;101.366;38.8731;23.5885;88.3694;65.8564;56.3387;44.8337;74.9602;97.4005;65.5336;58.7446;30.0811;33.2082;88.5536;55.1007;87.9502;78.8358;80.4397;101.9726;65.6157;59.5087;76.725;97.6115;63.702;54.2683;0.0;80.3858;0.0;0.0;67.9333;0.0;0.0;71.7931;118.3389;111.8841;105.8942;102.1772;111.5741
613;37.6826;48.2418;89.5884;63.2678;89.6651;78.6744;80.4352;98.1654;59.5059;38.9749;86.2979;73.4271;59.3092;64.5302;75.639;96.236;61.8916;55.8889;55.3371;47.2752;83.339;57.7234;91.6742;83.2434;81.1794;99.5208;73.2112;62.4092;82.333;97.9964;0.0;66.6064;67.625;86.0426;0.0;0.0;82.2564;0.0;0.0;70.9556;112.7176;107.4719;102.7716;105.5026;102.4583
614;36.1607;39.8671;82.7549;51.4634;94.4207;81.8634;84.4198;105.7359;42.267;21.758;89.7735;66.7103;59.3263;52.0572;77.4959;99.0253;67.3889;59.2754;36.7459;45.0348;82.974;51.2142;94.1153;80.6886;83.754;105.0128;71.0543;60.3946;81.6323;97.6994;64.7593;57.0925;0.0;82.599;0.0;0.0;74.973;0.0;0.0;74.4524;122.2068;115.0486;112.7528;115.032;111.0474
615;35.4346;41.7339;85.6598;50.5775;99.5761;82.8765;87.5447;108.4988;38.3063;20.5653;91.8889;70.2116;66.9251;45.1118;77.6454;100.7182;69.6923;57.8173;32.3685;36.2089;81.7111;44.3569;97.0545;79.9987;82.8863;111.3354;65.5443;66.2647;80.4152;99.3948;63.7759;56.2077;0.0;84.7435;0.0;0.0;66.6667;0.0;0.0;77.354;136.3009;121.7362;119.4238;108.2071;121.1821
616;34.2958;43.2767;85.7749;57.414;95.2067;82.5663;83.0824;107.8198;42.0798;25.9952;90.7487;67.3108;58.5074;47.7233;76.7229;98.0998;68.0748;56.661;30.9761;43.0179;82.9699;52.6835;94.6748;82.6619;79.7466;105.8365;69.001;67.209;77.7803;95.4803;60.4254;55.54;65.0;81.8381;0.0;0.0;71.5312;0.0;0.0;74.1373;114.2029;115.4806;109.1879;108.0487;118.5872
617;15.3194;37.021;89.3383;58.7643;95.6558;68.9477;82.0557;107.5333;32.3311;20.4846;95.1597;67.5151;63.8151;41.9457;68.8989;100.1045;63.6737;50.1474;15.0349;35.3459;84.3552;52.2286;93.4852;67.4146;75.824;103.6873;64.6227;62.0149;69.8127;101.5064;56.5978;50.5424;0.0;82.8026;0.0;0.0;76.4045;0.0;0.0;85.5889;127.2248;116.7093;120.4093;118.1846;116.4897
618;24.153;45.9904;80.1623;51.1222;91.4389;68.8117;77.9451;97.7053;30.8635;10.0448;88.4261;69.631;70.1274;39.525;62.9863;99.012;70.6857;56.2012;19.9119;33.1019;79.5187;50.2015;90.332;69.3469;83.2594;97.5464;58.9797;64.7792;68.5636;98.4142;69.0;58.1037;28.7059;84.7098;0.0;0.0;62.4667;0.0;0.0;70.0593;130.6106;122.5355;113.1525;109.4731;105.1227
619;29.3562;32.5785;81.8631;47.1038;89.766;62.027;75.8721;91.0395;32.2268;13.55;86.862;61.2867;54.3387;45.4075;63.203;98.6793;66.7302;61.6922;21.8393;41.7864;78.0704;42.1656;83.8697;63.013;77.5297;92.0805;57.9591;47.2377;65.461;94.145;71.8333;50.9236;0.0;78.1221;0.0;0.0;65.5;0.0;0.0;63.6692;124.0569;109.9405;106.0584;99.5386;100.8277
620;22.4799;33.8568;84.5412;52.1228;96.4028;74.7618;80.5007;101.5151;40.1366;14.9745;91.6714;70.2237;52.1139;41.8655;70.5321;101.3731;58.587;52.6017;23.972;28.7252;83.4632;50.7772;94.2773;68.967;77.5758;101.679;61.1389;59.4467;66.1327;101.2305;69.6053;55.1691;0.0;87.0579;0.0;0.0;72.25;0.0;0.0;84.5141;128.4215;119.2835;111.9042;115.3211;109.0829
621;43.8103;41.1376;88.5707;53.5681;101.8284;73.0118;83.5471;95.6192;47.587;23.0482;95.9274;69.8684;65.2545;48.8041;70.0359;101.9057;63.2969;63.21;23.3879;33.0612;87.0373;52.093;94.0038;72.371;79.0369;112.7236;71.7352;67.6145;74.6409;104.1528;62.0164;50.6364;57.3333;87.1592;0.0;0.0;74.3542;0.0;0.0;78.1272;132.0287;125.2328;118.2243;121.7519;125.8683
622;18.6262;42.1672;85.139;54.3674;94.1452;65.0788;72.4224;91.2593;38.8482;19.1248;92.9819;60.9321;58.5977;42.3988;65.4675;100.8933;66.2484;53.8685;21.9252;22.9656;80.4993;45.6135;89.8025;64.6952;71.5573;100.4299;57.2422;55.7054;65.726;101.2014;59.3205;55.9005;34.7857;82.9828;0.0;0.0;59.5581;0.0;0.0;67.4;121.5371;110.3781;114.5051;108.073;104.0244
623;22.8717;33.9029;86.5655;60.3239;92.6942;79.3028;85.9704;98.7042;35.3219;23.0158;89.0196;69.1111;71.0238;39.3565;77.4357;95.9519;69.192;52.8143;23.2737;34.9236;89.2205;61.671;94.3534;81.104;87.8949;101.1429;70.2278;69.7623;82.841;96.8523;67.9464;51.8786;0.0;75.2328;0.0;0.0;70.9524;0.0;0.0;82.4053;113.9545;107.1378;103.7291;105.5353;108.7619
624;17.7106;38.4774;90.8294;66.3167;93.4907;79.1858;85.2399;99.7086;31.8739;25.7116;88.145;70.4749;69.709;39.0078;77.3863;95.6646;58.6588;51.4666;19.3851;27.2245;89.3727;65.3614;93.4042;78.2219;85.5015;98.5375;68.5542;66.2237;79.2703;95.6813;65.2235;51.0641;0.0;74.3974;0.0;0.0;65.5;0.0;0.0;80.6082;113.5424;107.0119;107.6868;108.6007;111.968
625;15.4871;32.3646;89.0553;64.9864;91.1396;78.2016;86.0716;97.0674;26.182;21.1247;89.3031;67.9541;67.6271;42.7151;76.0724;92.9349;63.8817;51.4696;22.3233;29.4894;89.8691;65.9105;91.9676;79.6595;88.1279;99.2878;68.4775;68.4004;80.2068;92.0696;58.1619;53.6235;0.0;75.7873;0.0;0.0;62.0;0.0;0.0;76.1714;110.0744;103.179;106.411;105.8817;111.3308
626;21.735;42.8202;89.0444;60.8747;88.549;73.9478;79.5588;95.1343;28.0518;17.4632;88.9871;67.6917;69.5928;39.5649;74.4823;93.0312;67.6102;53.2894;26.1253;29.7375;91.3599;61.2572;89.7184;75.2619;80.6232;96.2503;67.4094;67.6715;78.169;92.0474;67.1765;54.7424;0.0;71.7919;0.0;0.0;71.9643;0.0;0.0;64.2727;110.1772;101.9242;103.2126;105.4989;108.87
627;25.7744;33.6641;88.4693;58.4468;89.5327;76.6095;81.4274;95.5988;33.7333;16.3445;88.7737;62.08;65.281;35.4325;75.4081;94.7201;67.956;54.9297;17.4863;33.6837;91.6974;61.0621;88.4384;74.7332;80.7705;95.5372;63.6783;63.9636;75.4234;93.1717;61.4219;51.789;0.0;72.8512;0.0;0.0;71.0;0.0;0.0;75.2273;111.3228;105.275;103.8117;106.2344;111.0611
628;17.8797;41.2409;88.4093;61.4195;92.9715;79.4064;85.0602;102.8681;27.2616;19.8729;88.794;67.4594;69.2771;35.5783;76.6393;97.0867;59.6075;52.3269;12.862;38.8063;87.5681;59.285;92.4134;78.4652;84.8608;100.7191;67.829;68.5032;78.6498;95.4983;70.8846;51.2389;0.0;73.4419;0.0;0.0;66.7083;0.0;0.0;77.5637;113.6377;108.4426;108.2558;109.2986;109.1259
629;17.4085;42.1349;86.6753;62.673;90.6734;79.8452;82.5885;98.3957;29.1223;26.6958;89.3128;68.102;68.4661;40.5048;77.7656;97.103;66.9623;50.5414;17.3856;33.4658;89.6092;63.513;90.3229;76.3127;83.5368;99.1256;67.2136;68.5744;78.6529;97.6041;68.5063;51.9901;0.0;74.416;0.0;0.0;59.9091;0.0;0.0;82.1234;110.2825;105.0625;104.5521;105.2544;110.8016
630;21.1221;39.0248;88.5775;61.0003;89.7165;76.7291;82.5787;96.3584;39.542;18.656;87.9899;65.2581;65.593;40.2637;74.9572;92.8128;62.3838;52.7699;21.459;37.9132;89.9478;61.6265;88.9971;76.2009;83.0417;96.2757;65.7436;65.3777;76.5791;92.9269;67.7209;54.0366;0.0;71.6599;0.0;0.0;60.3571;0.0;0.0;84.4011;113.6673;107.4498;104.3971;103.5018;110.5854
631;17.6243;35.1749;88.9384;61.8865;91.5258;81.2438;87.5258;99.129;29.3321;22.0385;87.4425;66.913;72.8749;35.816;78.1029;94.9072;60.9895;51.7983;17.1992;38.4695;87.8511;61.2276;88.2286;75.5314;85.751;96.7141;67.4827;68.6294;78.5916;91.6543;54.0132;49.9601;0.0;76.075;0.0;0.0;61.7931;0.0;0.0;85.9691;111.9348;104.3183;105.9682;106.452;109.7929
632;41.5567;40.8706;86.4797;62.5118;87.9182;80.558;84.3519;97.1354;41.3252;27.7067;86.3986;67.3723;67.9031;47.9761;77.1341;92.8686;67.3068;61.7384;26.122;42.3636;86.9165;63.5192;86.3355;74.3658;83.364;94.8533;66.4941;65.6638;75.7372;90.5064;71.0;52.8961;0.0;80.2493;0.0;0.0;74.0;0.0;0.0;77.7391;111.5124;107.2359;105.7859;108.1572;108.3434
