Measure:std;Left-Lateral-Ventricle;Left-Inf-Lat-Vent;Left-Cerebellum-White-Matter;Left-Cerebellum-Cortex;Left-Thalamus-Proper;Left-Caudate;Left-Putamen;Left-Pallidum;3rd-Ventricle;4th-Ventricle;Brain-Stem;Left-Hippocampus;Left-Amygdala;CSF;Left-Accumbens-area;Left-VentralDC;Left-vessel;Left-choroid-plexus;Right-Lateral-Ventricle;Right-Inf-Lat-Vent;Right-Cerebellum-White-Matter;Right-Cerebellum-Cortex;Right-Thalamus-Proper;Right-Caudate;Right-Putamen;Right-Pallidum;Right-Hippocampus;Right-Amygdala;Right-Accumbens-area;Right-VentralDC;Right-vessel;Right-choroid-plexus;5th-Ventricle;WM-hypointensities;Left-WM-hypointensities;Right-WM-hypointensities;non-WM-hypointensities;Left-non-WM-hypointensities;Right-non-WM-hypointensities;Optic-Chiasm;CC_Posterior;CC_Mid_Posterior;CC_Central;CC_Mid_Anterior;CC_Anterior
458;15.464;16.2437;7.2198;9.7351;9.9701;10.2185;7.5941;5.2485;15.0781;10.7315;10.1519;9.7064;8.9477;14.767;7.4642;10.9473;8.1532;15.1477;14.6301;13.2999;6.9552;9.0828;9.7109;9.6901;6.7733;5.2327;9.42;8.9059;7.3907;12.0457;8.907;14.8765;0.0;16.2123;0.0;0.0;13.9987;0.0;0.0;21.006;12.5844;30.293;20.8182;12.8276;17.0861
459;16.1491;13.1303;9.2127;11.7934;9.5982;8.3966;7.0017;4.5227;17.8706;14.7547;9.6477;8.3055;6.4843;16.8953;6.5941;12.0472;18.5742;16.175;16.9745;13.8241;9.4768;12.1386;9.2946;8.3809;7.0215;4.7981;9.1864;6.8625;7.0448;12.0702;12.4362;15.0823;0.0;17.4137;0.0;0.0;17.8599;0.0;0.0;22.3052;8.9908;13.3929;11.9441;13.8703;17.2441
460;16.5741;15.6401;9.7101;13.2447;9.9317;7.6907;6.3926;4.7652;17.3411;13.523;13.6207;9.6342;7.4038;14.1017;6.0281;19.379;7.9445;15.1118;14.9767;15.1214;8.6823;12.4132;9.6073;8.5299;6.6125;5.0395;8.7445;7.8987;6.5917;16.9648;7.989;15.7792;0.0;18.1236;0.0;0.0;10.2919;0.0;0.0;19.6152;7.5693;14.0079;9.0452;11.2274;19.3128
461;14.1223;13.2259;9.187;11.0714;8.9004;10.0244;8.7641;5.8097;15.7753;16.6435;12.2352;10.0102;9.5271;14.0671;7.467;11.7775;7.0476;15.8435;14.6316;8.1493;10.0365;11.477;9.332;11.8097;7.0913;5.3532;11.2502;10.3331;7.815;11.4891;10.9653;14.3842;10.8331;14.6142;0.0;0.0;19.4798;0.0;0.0;16.6435;11.5344;11.0129;15.3841;13.8363;13.5176
462;14.2931;10.7223;6.3248;8.8622;8.749;9.0302;5.9238;3.5933;14.8608;11.8139;9.7006;7.7093;6.2321;11.7271;8.0835;9.2674;5.831;15.0123;14.4721;14.9983;6.4553;8.5219;8.6951;8.6915;6.4398;3.7988;7.7114;6.2067;7.9879;10.0175;3.6362;13.3882;0.0;14.8996;0.0;0.0;14.263;0.0;0.0;14.2815;8.0566;8.4601;6.8829;7.2556;10.3377
463;14.1011;16.4124;6.8068;9.5471;9.4291;9.4652;5.9555;3.9117;15.44;12.1061;9.3447;8.5174;6.0826;12.798;6.8404;9.5091;10.7591;15.7227;13.4398;18.3675;7.1104;9.7843;8.8734;9.7377;6.3622;4.0907;8.9283;6.7894;7.1159;10.4388;6.0553;15.8272;10.5794;15.8246;0.0;0.0;15.1843;0.0;0.0;18.7983;9.1089;11.7743;7.649;9.0062;10.2767
464;13.5397;13.2252;6.0155;9.7228;9.1158;8.7628;5.5376;3.2691;15.6763;11.3014;10.7969;7.8605;6.4158;12.3862;6.3882;9.5575;7.9272;14.8048;13.4156;12.2459;6.7743;9.4101;8.8248;9.3078;6.2678;3.8965;8.2827;8.2705;6.2162;10.7593;9.3136;14.1897;0.0;14.7906;0.0;0.0;14.4883;0.0;0.0;17.9442;8.0602;12.1972;10.2922;11.3001;11.2386
465;15.3934;15.9447;9.771;9.9287;9.2885;8.6877;6.0201;4.2919;14.794;14.034;13.778;8.0091;7.0288;13.098;6.9328;11.2579;6.8578;16.4319;15.8403;14.5489;9.0089;10.0025;9.6123;8.781;6.6802;4.3975;7.6857;6.9981;9.014;12.2735;0.0;15.9866;0.0;13.7716;0.0;0.0;9.2609;0.0;0.0;27.1702;7.6876;8.8937;10.3698;9.7933;10.3184
466;11.9338;12.2811;8.1938;10.4109;8.8671;9.6352;6.0271;4.7002;14.79;11.7301;11.7596;9.0963;7.739;15.1602;7.4025;10.1204;8.1584;16.2463;13.1465;12.4893;8.016;10.2974;9.3964;9.6255;5.5521;4.4544;8.6029;7.4568;7.6562;11.1501;4.1312;15.1306;0.0;16.447;0.0;0.0;19.404;0.0;0.0;19.3608;8.7797;8.1842;7.783;10.9288;8.7904
467;13.3765;17.9553;7.4621;10.1;8.5694;9.6168;6.3259;3.5653;16.3209;12.6046;8.8948;8.4903;6.6488;15.0645;6.3264;9.6752;7.1314;16.905;12.9715;15.6482;7.2963;9.8948;8.7918;10.5948;5.8995;3.3083;8.4525;5.9377;6.3248;9.8964;8.3012;16.2063;0.0;16.5228;0.0;0.0;18.0114;0.0;0.0;23.1996;8.058;12.5967;8.637;9.4818;10.7582
468;12.6951;11.1078;6.2871;8.781;8.9979;8.2938;6.0523;3.9012;14.9854;10.06;10.0813;7.6394;5.3879;19.7879;6.0964;9.1504;4.5618;14.5332;14.7245;11.7515;5.6722;8.854;8.6336;9.136;5.8695;3.7649;6.8579;6.669;7.1063;10.129;3.3878;14.3971;15.8454;15.0225;0.0;0.0;14.2987;0.0;0.0;16.6185;10.0891;10.7374;8.5456;8.9408;11.0072
469;13.3529;17.02;7.7077;9.8298;8.9506;9.1899;6.7226;4.6496;15.0362;11.8442;10.6345;8.5751;6.5968;12.2336;6.563;10.3538;5.2649;16.1619;14.0101;18.2483;6.6541;10.1128;9.4199;10.2465;7.6412;4.5622;8.1294;6.7449;7.1779;11.1013;9.289;14.8163;0.0;14.6412;0.0;0.0;14.94;0.0;0.0;21.0416;8.3413;11.3237;8.1578;8.4679;11.1277
470;10.2057;12.9393;6.5626;9.5008;8.6227;8.7282;5.5565;4.1263;13.6747;10.6774;9.8721;8.5272;6.6758;16.1418;7.8996;9.6808;7.6359;14.9875;10.6452;11.9066;6.5335;9.143;8.5584;9.5022;5.2567;4.1937;7.4048;6.6388;6.432;10.5889;8.1688;14.0638;11.6241;17.9469;0.0;0.0;13.2936;0.0;0.0;18.3032;9.3983;7.4734;10.5697;10.2304;13.0298
471;13.6972;15.0372;5.9069;9.0472;9.614;9.2315;5.9839;4.396;16.806;10.8615;9.5686;8.6559;7.6251;14.9026;7.8923;9.6653;10.6195;15.9448;13.5149;14.1307;5.5992;8.876;9.4814;9.4028;6.5736;3.909;8.0642;8.088;5.8515;10.4113;5.057;15.3176;0.0;15.0076;0.0;0.0;13.4141;0.0;0.0;18.9369;6.7046;10.9393;8.7141;7.0885;11.6202
472;15.0212;12.1727;7.1362;10.5561;9.6048;7.8005;5.7531;4.9061;15.4754;12.2727;11.0268;8.6475;7.3946;13.9147;6.4408;11.089;3.6056;15.9557;14.4192;11.4107;6.964;9.6178;9.5656;8.7568;5.6762;4.943;8.5408;6.7972;6.4857;11.1057;6.2383;15.6003;0.0;14.2996;0.0;0.0;15.1825;0.0;0.0;22.2307;9.0943;9.4807;11.5807;11.2865;11.776
473;13.1461;16.4638;6.1395;9.3022;9.3201;9.4103;5.8599;4.0649;15.7801;11.7338;9.5745;7.7847;6.7647;14.0759;8.2773;10.1075;0.0;14.8216;13.0513;14.3708;5.7861;9.0905;9.8306;10.5502;6.2979;4.388;7.7513;6.531;6.0037;10.6042;5.4184;14.7112;0.0;15.241;0.0;0.0;18.8745;0.0;0.0;18.11;6.299;9.0626;8.3499;11.127;10.48
474;13.2976;15.6644;7.7428;9.3983;9.6997;9.9226;6.1539;4.1652;15.4383;11.4194;10.0061;8.1684;8.0923;14.9313;6.4678;9.9672;2.9665;16.6381;13.3256;14.4782;7.8094;9.219;9.8089;10.7818;6.8861;4.5833;8.1328;7.7225;7.2177;10.868;0.0;15.3907;0.0;15.7638;0.0;0.0;16.9595;0.0;0.0;16.9755;8.3909;11.2356;8.2396;10.1639;11.3106
475;15.9473;13.7931;7.4397;10.0487;8.4475;8.0768;5.8496;3.7539;15.8514;13.2076;9.4244;7.9815;6.6426;13.8412;4.8638;10.0055;7.8043;15.4841;15.0559;14.1583;7.5926;10.0456;8.6087;8.2135;5.4277;3.9481;7.8699;6.942;5.4435;10.4133;9.9268;16.3612;2.1213;18.8546;0.0;0.0;22.7519;0.0;0.0;16.2816;8.5576;8.0266;7.9731;9.7101;10.0994
476;13.3232;11.5879;8.4108;9.919;9.0499;9.3116;6.1834;4.6403;14.1671;12.804;11.1037;8.9755;8.6984;13.2601;6.4732;9.9819;0.0;14.2042;13.3542;15.2464;9.6002;9.5791;8.9205;9.5088;6.1812;6.3903;14.1908;8.8311;7.091;9.9863;11.4543;14.2491;0.0;15.7899;0.0;0.0;15.0885;0.0;0.0;17.9076;7.4973;8.593;6.3192;8.8769;8.9447
477;13.1803;16.9671;7.1984;10.253;9.0097;9.0376;6.2727;3.9333;15.1294;13.8073;9.5485;7.7935;6.2116;13.8722;5.8354;10.6858;5.0469;15.6965;13.4005;18.3325;7.9728;10.2641;9.1762;10.0184;6.5613;4.4478;7.1058;6.5404;6.6548;10.9705;11.2442;14.927;0.0;16.2487;0.0;0.0;16.552;0.0;0.0;20.3529;9.0522;9.2918;7.58;8.6049;10.1522
478;14.0199;12.861;6.1431;9.1037;8.3472;9.326;6.0431;3.834;14.3712;11.3087;8.6294;8.2967;6.4601;14.3799;6.4589;9.8723;8.5993;15.316;13.2131;12.0806;5.8032;8.9518;8.4142;9.8161;6.5569;3.1568;8.7526;6.8281;7.2088;10.052;6.1419;14.3058;0.0;15.0606;0.0;0.0;16.9632;0.0;0.0;13.9867;8.3338;10.8726;7.3073;6.8438;11.7391
479;14.5516;15.6539;7.7819;10.4982;8.954;8.5674;6.387;4.7543;15.3254;14.4814;10.4407;8.6048;7.1101;13.7428;5.4879;10.4727;19.155;15.7992;13.7685;16.4165;6.705;9.962;9.0798;9.1432;6.0349;4.047;7.6302;6.6264;6.4995;11.3732;7.3422;14.8997;6.3715;15.0382;0.0;0.0;16.7423;0.0;0.0;18.0614;8.6978;8.9995;7.888;8.0536;10.1287
480;14.8679;13.3787;7.4336;10.0002;9.2572;8.3244;5.8838;4.0934;16.1294;11.9714;9.6863;7.4044;6.7295;13.2724;5.3659;10.5508;8.4214;15.7703;14.1461;13.8601;7.2832;9.5434;9.4978;8.8651;6.1754;4.457;7.8771;6.0786;6.4749;10.5162;4.1633;15.6086;0.0;14.7215;0.0;0.0;14.7434;0.0;0.0;18.3662;8.3474;9.7889;9.0881;10.2874;9.3634
481;12.9133;15.2603;6.5311;10.7258;9.2423;8.4084;5.8678;3.8393;15.8774;13.8328;9.3723;8.4387;6.4049;14.7363;5.7423;10.2748;0.0;14.9636;12.1954;14.9191;6.6631;10.3539;9.4295;9.409;6.3017;3.9187;7.832;5.8338;6.2206;10.6133;0.0;14.6915;0.0;15.5873;0.0;0.0;13.9815;0.0;0.0;14.7105;9.6021;8.4477;9.2215;8.7674;10.8778
482;15.6399;17.0755;7.5134;10.5172;9.4817;9.3141;6.0255;3.9192;16.905;12.2358;10.1562;8.9453;6.3141;15.8075;6.2374;9.6748;5.7201;17.5609;15.4217;15.3868;6.693;10.2529;9.7269;9.9001;6.0583;3.2817;8.3552;6.6211;6.771;10.952;9.0387;15.224;0.0;15.1967;0.0;0.0;17.8755;0.0;0.0;21.6483;7.0405;9.5601;8.0176;7.6631;8.6491
483;13.3562;15.3214;8.196;9.9203;9.3868;9.3581;5.7091;4.65;16.9705;11.5181;11.1423;9.7017;7.9456;13.4058;6.3364;10.1693;0.0;16.4921;13.1058;16.7092;8.0048;9.5992;8.7137;9.4201;5.6837;4.5784;8.6325;7.6984;6.4344;11.5075;6.0799;14.693;5.3774;16.5138;0.0;0.0;14.0499;0.0;0.0;18.3097;10.3627;10.434;9.4277;11.1933;13.4249
484;15.8084;10.4651;6.6363;9.604;8.8238;8.2754;5.8967;3.6532;18.3942;13.094;10.3302;7.8472;7.0817;11.167;7.1285;9.531;0.0;15.3395;15.2662;13.7001;5.9367;8.8412;8.949;9.0914;6.4475;3.7028;8.4023;6.4713;7.7125;10.0822;1.4142;15.4338;0.0;15.0147;0.0;0.0;11.0725;0.0;0.0;15.9799;6.7007;10.2273;10.0333;9.7051;9.8916
485;12.5331;14.6108;7.5284;10.025;8.7291;9.7346;6.0346;4.4781;16.1648;13.5767;10.2864;8.5933;6.7633;12.8937;5.9187;9.9997;16.8387;16.1146;11.9913;15.3945;7.4245;9.6957;8.902;10.2517;6.1146;4.3152;8.6397;6.4739;6.6218;10.602;12.1451;15.2861;7.0711;16.1774;0.0;0.0;17.8995;0.0;0.0;18.0019;10.0034;10.2093;10.5557;8.8531;10.9687
486;13.699;15.6344;6.7262;8.9461;8.8873;8.9261;6.437;4.3872;15.5164;12.2061;9.151;8.2827;7.1073;14.9413;6.4522;9.9295;7.3731;15.6009;12.4294;12.087;6.4724;8.6536;9.0194;9.4716;6.2744;4.1521;8.4564;6.1839;6.5498;10.5972;11.5282;15.3245;11.3541;14.9804;0.0;0.0;16.0908;0.0;0.0;17.7622;8.9436;10.5183;11.2572;13.9597;12.1333
487;13.9491;15.2383;6.6203;10.6766;9.0565;8.918;6.9366;3.7316;16.6757;12.9957;8.897;8.7296;7.1372;13.6383;5.9096;10.0288;8.7404;16.4432;13.7168;16.2619;6.1853;10.2093;9.5327;9.9462;6.6798;4.1951;9.0151;7.4439;6.2624;11.0646;10.8945;15.2358;0.0;15.3901;0.0;0.0;16.7645;0.0;0.0;18.801;9.2435;11.5099;9.371;10.8188;10.9711
488;13.8818;15.071;7.3959;9.4741;9.2236;9.3362;6.395;4.1026;16.7877;12.8712;11.018;8.2663;7.2808;14.7198;8.5691;10.9187;0.0;13.6181;13.5636;12.0031;6.8282;9.4516;9.2044;9.9503;6.4602;4.2266;8.5149;7.1387;6.6545;11.4126;7.5732;15.1591;0.0;16.6035;0.0;0.0;17.7752;0.0;0.0;18.5242;8.9964;10.2366;10.9353;10.1083;13.547
489;13.7186;12.8516;6.2643;9.1243;9.1695;8.7376;6.2706;3.2304;16.9142;10.8085;8.6221;7.8267;6.3713;14.6647;5.4179;9.3375;11.5974;16.1842;14.1291;11.8302;6.0782;9.0228;9.174;9.5285;6.7183;3.5534;7.8081;6.6922;7.2503;9.8599;7.7155;14.5315;0.0;14.7873;0.0;0.0;12.7253;0.0;0.0;15.2415;7.3791;8.0378;7.0869;8.1015;9.8301
490;15.5085;14.5289;6.4442;9.2771;8.6349;7.6594;6.1527;3.9238;15.2981;12.8334;10.3588;8.9629;7.6692;10.9494;5.5353;10.2516;7.0963;14.4853;14.2667;12.4321;6.9219;8.9809;8.4131;8.2162;6.4127;3.4042;8.0635;7.9068;5.3742;11.244;0.0;13.0948;0.0;14.0221;0.0;0.0;17.9511;0.0;0.0;17.9541;10.4962;9.3534;9.7757;10.3465;13.5178
491;14.4559;8.132;6.9794;9.6241;8.6146;7.8292;6.0948;6.5868;16.3169;10.938;9.3093;7.8334;6.1063;11.5413;7.2376;10.116;3.5119;15.169;14.1608;7.4867;6.4066;9.2051;8.8549;8.6941;6.5415;4.8579;6.7274;5.9876;7.0185;10.2917;7.1182;15.1321;0.0;13.7014;0.0;0.0;21.1203;0.0;0.0;14.7622;8.4371;10.1038;10.7711;10.7428;10.7552
492;13.8937;13.0618;6.135;8.7479;8.7731;9.436;5.6376;3.6833;16.4327;11.4506;8.1122;8.1176;6.643;13.1624;8.0005;8.2602;5.136;15.7879;13.3332;17.4667;5.5312;8.5588;9.0194;10.1096;6.1454;3.4692;7.4857;6.5074;9.3882;8.5793;6.1526;14.4753;0.0;16.2332;0.0;0.0;10.4542;0.0;0.0;17.6426;9.2305;9.0428;8.1362;9.1712;11.5527
493;19.7621;10.6914;6.8866;9.1083;8.6471;7.9911;6.0898;4.0771;17.0046;17.8402;9.7404;8.4;6.3128;13.5644;6.0187;9.1751;8.4255;14.3882;19.1445;10.5376;6.8509;9.2172;8.6889;7.3925;6.4717;4.6544;8.0876;7.824;7.0443;9.7818;4.4283;12.0722;8.4853;10.7553;0.0;0.0;2.2174;0.0;0.0;15.9373;7.1897;9.6334;10.4207;8.7841;9.9072
494;15.4802;17.1047;5.8159;9.1402;8.4057;7.6817;6.1645;4.5197;15.4642;13.8472;9.7152;8.2601;7.3204;14.0437;6.3579;10.2043;5.4815;15.3882;16.856;17.6399;5.9713;8.9542;8.6863;7.9957;5.8693;3.9366;7.7397;6.7786;6.3206;9.8432;9.0948;15.3986;0.0;13.56;0.0;0.0;13.9971;0.0;0.0;15.9361;7.9803;10.4362;8.0106;9.5193;9.5978
495;14.282;14.7607;6.0885;9.3195;9.2062;8.5654;5.7927;3.7216;15.9305;12.397;9.1223;7.424;6.7002;12.2684;6.9145;9.5395;3.1848;15.1125;14.778;16.4151;6.0045;8.5165;8.8407;8.4695;6.1173;3.6531;7.3793;6.2042;6.6527;10.3044;9.795;14.1488;0.0;15.1239;0.0;0.0;13.5724;0.0;0.0;16.9715;8.2292;7.345;11.7158;9.9418;10.4008
496;14.5531;14.1121;6.4351;10.3033;8.7556;9.6331;6.4449;4.4887;17.3345;12.9867;8.8464;8.6796;6.7983;14.2926;5.5968;9.5755;11.5517;15.4874;14.4144;13.5089;6.4547;9.8678;9.1573;10.2702;6.1013;5.1353;8.3225;8.2834;7.097;10.7226;6.6457;15.8065;0.0;15.0817;0.0;0.0;10.0559;0.0;0.0;16.5204;9.4125;10.3374;8.0305;9.5799;11.3421
497;13.9632;13.8833;6.9603;10.2328;8.9099;9.4738;6.1979;3.4444;16.3395;12.6563;8.6594;8.1774;6.5073;16.103;6.2802;9.6191;5.2306;15.0645;14.1305;11.3022;6.9137;9.998;9.3357;10.4896;6.4433;3.9964;7.5245;7.2214;6.9956;10.3436;0.0;14.8585;0.0;14.9671;0.0;0.0;12.6681;0.0;0.0;16.1517;8.2518;14.1081;10.0033;8.569;9.2656
498;12.9456;15.0905;8.4976;11.0072;9.0743;9.3249;6.4661;3.5522;16.9716;13.131;8.8399;8.327;6.7026;14.4668;6.126;9.8516;10.4752;16.2336;13.2545;13.7557;7.131;10.1524;9.1107;10.1139;6.8758;3.6956;7.9523;6.5017;6.4601;10.4335;22.3926;16.3273;0.0;16.1247;0.0;0.0;17.5392;0.0;0.0;20.2604;6.8048;7.0966;6.2323;7.9765;9.5452
499;14.2375;11.4128;6.4588;10.1447;8.4883;7.6707;5.3329;3.0579;15.8417;11.3445;10.0038;8.3362;7.6154;12.403;6.2145;9.0512;7.9352;14.213;12.9499;14.256;7.165;10.1071;8.4943;8.5635;6.1265;3.2328;7.6512;7.9155;6.6299;10.7554;13.674;13.001;3.7417;12.9953;0.0;0.0;13.03;0.0;0.0;12.9805;6.9977;11.9975;8.0525;9.3256;10.8048
500;15.5396;16.617;6.9537;9.8597;9.1923;7.8945;6.3908;3.7496;15.4803;12.7436;9.9513;8.054;7.2467;12.028;5.6966;9.7509;4.747;14.8336;15.6161;15.6419;7.7213;9.7528;9.1232;8.2849;6.8137;3.9662;8.1351;6.9578;6.9077;11.1879;6.6538;14.4163;0.0;13.2344;0.0;0.0;13.4579;0.0;0.0;17.4674;8.193;10.2796;9.5004;11.0021;10.976
501;14.5421;14.3532;7.8499;9.5837;9.4522;8.8856;6.4015;4.8131;16.7264;12.3635;9.6582;9.1259;6.635;14.5106;6.4925;9.618;9.5268;15.5985;13.7818;13.1698;6.7918;9.394;9.8687;9.3026;6.2557;4.8983;8.4154;6.6238;7.4144;10.3067;5.2617;15.2999;0.0;14.9116;0.0;0.0;13.6893;0.0;0.0;15.4847;6.7411;8.6426;7.0836;9.1361;7.7709
502;13.5914;13.0751;6.5455;9.5398;9.2997;8.8797;5.7541;4.134;12.9392;11.5178;9.3728;8.2016;6.5411;12.3627;7.2661;8.821;8.2089;15.8111;12.6964;18.0335;6.6161;9.3958;9.6032;9.6271;6.069;4.1239;8.4326;7.1144;6.7551;9.9436;7.6287;15.4536;0.0;16.3546;0.0;0.0;15.1078;0.0;0.0;12.5079;8.0694;8.7967;8.2263;9.0302;8.7281
503;15.6597;12.065;6.6785;9.1116;9.4148;9.0282;6.4521;3.9492;16.535;12.3891;8.6261;8.6538;6.3794;13.7054;5.4979;9.5385;10.5748;15.6529;15.4864;12.911;6.2622;8.878;9.1247;8.9002;6.7095;4.1918;7.5092;6.3688;6.0142;10.4141;15.918;15.5474;0.0;15.1351;0.0;0.0;15.4588;0.0;0.0;16.6859;7.2198;10.8719;8.8344;11.8944;10.9138
504;12.8379;10.9458;6.1806;8.6967;8.775;8.7515;6.1585;3.6778;12.9175;11.3557;8.0431;7.7983;6.5499;11.3378;5.708;9.1326;6.7129;15.3128;13.0235;13.9428;5.3427;8.2808;8.3829;8.8408;6.1018;3.8188;7.5185;7.0085;5.9788;9.1652;6.6068;15.0158;0.0;13.6569;0.0;0.0;14.9495;0.0;0.0;17.1594;8.0562;9.4148;7.622;8.1684;10.105
505;14.4416;16.4934;7.7129;10.1931;8.6229;8.2575;5.7858;3.8115;14.8818;14.1436;11.1009;8.829;7.225;14.3939;6.2018;9.7564;8.8438;16.3236;14.4972;15.9774;6.8364;9.7833;9.017;8.8955;6.4586;4.3409;8.7913;7.3955;6.883;11.3565;10.1119;14.9274;0.0;15.2809;0.0;0.0;13.4536;0.0;0.0;21.2503;7.2584;11.2644;9.547;10.1043;8.5324
506;14.7744;11.5113;6.726;9.1418;9.2328;7.9969;5.8859;4.258;14.0732;13.1111;9.3433;8.3473;6.9592;10.096;6.005;9.6537;6.7435;14.8642;15.3087;10.572;6.2452;8.912;9.5843;8.8147;6.0281;4.419;8.602;6.7493;7.6029;10.316;7.3439;15.4613;0.0;12.5441;0.0;0.0;13.3837;0.0;0.0;12.4779;8.9285;10.2747;9.7015;12.3027;10.0947
507;18.8494;13.2929;6.6971;9.5881;8.617;8.012;6.2496;3.4674;17.6099;13.6236;9.0015;8.0613;7.4593;12.8758;5.8941;9.4581;12.0064;15.3102;15.714;14.1097;6.5264;8.9839;8.7263;8.2247;6.6128;4.0749;7.847;6.6813;6.8076;10.1858;6.4072;14.7253;0.0;13.179;0.0;0.0;16.7385;0.0;0.0;16.1867;6.8154;9.2046;9.9923;11.0759;11.8741
508;15.698;12.4176;7.2037;10.2135;8.2379;7.4014;5.6523;3.8805;14.6284;13.0306;10.4411;8.1865;6.6628;12.5225;5.7352;9.9946;3.683;16.7787;14.3666;13.5922;7.3662;9.605;8.5166;7.9887;5.974;3.4443;7.9342;7.108;6.1419;10.4902;6.7718;15.0516;10.2144;12.0642;0.0;0.0;10.7171;0.0;0.0;16.129;8.9766;10.7288;9.367;10.6833;11.3563
509;12.9026;12.6754;8.1812;10.8439;9.6067;9.7937;6.8784;5.1894;18.0246;12.6262;10.5846;8.1181;6.9046;15.3202;5.8529;10.3321;10.2671;16.6151;12.172;12.2931;7.2882;10.4049;9.9903;10.423;7.1497;4.2615;8.5972;8.4772;7.4519;11.0756;7.7474;15.1604;0.0;17.8248;0.0;0.0;15.289;0.0;0.0;13.4711;10.143;8.5003;7.3908;8.7849;7.8898
510;14.8508;12.0762;7.9935;10.4743;9.7973;10.1739;6.2363;4.309;16.7858;13.0756;12.3286;9.2761;8.939;14.2634;7.8758;13.9727;7.2681;16.1674;14.9779;14.424;8.0852;11.0561;10.0354;10.4494;6.8945;4.4252;9.1579;9.0185;9.111;11.4838;0.0;15.4267;0.0;16.2607;0.0;0.0;16.1154;0.0;0.0;19.4839;9.2567;11.5722;10.2575;14.4744;14.5289
511;14.91;12.948;7.9508;9.4967;9.2561;9.0063;6.2832;4.1795;17.0485;11.8903;10.0137;9.0538;6.5116;14.3846;5.9183;12.3515;9.5602;15.6249;14.5704;15.913;7.5035;8.6956;9.5917;9.8194;6.509;4.2239;8.1071;7.1427;6.7914;12.2751;7.6129;15.9512;0.0;15.5807;0.0;0.0;20.6816;0.0;0.0;21.8646;8.2559;11.002;10.5136;10.1326;15.5725
512;15.088;12.1832;5.9801;9.1208;9.0328;8.0863;5.7683;3.6851;13.3241;12.2051;8.8356;7.8275;6.3697;12.5697;7.387;9.2506;12.258;14.9699;15.0332;8.118;5.7796;8.754;9.5131;8.7346;6.3989;3.6658;7.9651;6.4507;6.1151;9.4075;0.0;14.3228;12.7554;13.0002;0.0;0.0;8.9131;0.0;0.0;14.152;6.078;9.4903;7.0083;7.8439;9.4135
513;19.5899;12.3155;7.4858;9.7738;8.5492;7.0297;5.9329;3.7167;18.0668;14.7662;9.6082;8.8451;6.5915;14.0861;5.7427;10.2727;4.614;11.9962;17.0718;12.9603;6.8643;9.0779;8.6831;8.9844;6.0037;3.6702;8.1569;6.9948;7.1913;11.145;8.2926;14.6111;0.0;12.9148;0.0;0.0;8.2614;0.0;0.0;18.7916;9.1673;11.062;9.4676;9.4451;12.1402
514;14.12;13.1445;6.9399;9.3778;8.9416;8.9241;6.443;3.721;16.2825;12.0265;9.9612;8.9142;5.8892;14.3981;5.278;11.7049;6.9929;16.0012;13.9661;14.5354;7.0209;8.8961;9.248;8.8201;6.3177;3.4448;7.8384;7.3947;6.5613;12.0252;0.0;15.6102;0.0;14.1702;0.0;0.0;14.5419;0.0;0.0;22.199;9.6198;9.3995;10.4136;11.168;15.905
515;12.7747;11.1267;5.6609;8.929;8.2723;9.6822;6.3337;3.321;15.331;12.3222;8.6663;8.3139;6.5076;12.1493;6.8615;9.4673;12.0903;16.1644;13.9235;13.9071;5.7472;8.5015;8.3435;10.0996;6.3572;3.7543;7.9584;6.934;7.342;10.489;6.7474;14.1074;7.0711;15.1083;0.0;0.0;13.3467;0.0;0.0;17.9141;7.4796;9.3814;8.6677;10.1682;8.2566
516;15.4041;15.0366;6.8457;9.8101;8.9273;8.4021;6.0399;4.405;15.335;15.412;9.9883;8.5672;7.1403;15.4442;6.8838;10.7652;5.6947;15.9465;19.1122;9.4457;6.6;9.6474;8.8666;7.5656;6.5453;3.9432;7.6688;6.9436;8.6744;11.4416;6.3185;12.6119;0.0;12.9834;0.0;0.0;15.3573;0.0;0.0;17.677;9.7093;12.3636;11.6511;13.5606;16.2094
517;14.2212;14.0962;5.918;9.3181;8.9672;8.8338;5.9893;4.2062;16.4076;12.2754;8.8413;8.234;6.3884;14.0738;5.1896;10.5763;22.1741;15.6982;13.6643;13.7992;5.9007;9.2359;8.9096;9.2432;6.194;3.9451;7.9394;6.1258;6.5685;11.4513;9.4226;15.6942;0.0;13.054;0.0;0.0;19.6581;0.0;0.0;14.0116;8.5378;8.6421;7.378;8.559;10.1406
518;18.1135;16.5336;7.4608;11.1029;9.5764;8.6938;8.6223;5.6264;18.33;15.3403;11.1615;11.4629;7.4307;21.9999;7.6665;14.531;20.7409;14.7903;19.1878;15.9156;7.4461;11.5825;9.4089;8.8839;9.0943;5.3916;10.5788;8.1117;9.8231;13.9708;17.8625;14.1007;0.0;16.862;0.0;0.0;17.334;0.0;0.0;30.1798;12.4197;17.647;15.6835;14.7728;25.7981
519;16.8227;20.9575;6.786;11.6796;8.7726;7.9124;8.1868;5.9267;18.4666;14.3939;10.7909;9.6001;6.967;18.6119;6.9525;12.6707;8.2513;15.5731;17.0118;19.4803;6.6824;11.9875;8.994;8.0069;7.2739;4.8056;9.6308;7.4922;7.3385;11.5866;12.3074;14.5297;0.0;16.7066;0.0;0.0;26.9681;0.0;0.0;18.2567;12.3558;19.261;14.8019;19.8872;31.6369
